       R (kpc)       Vrot (km/s)     Vrot-sigmaV     Vrot+sigmaV
       3.8137794     220.9562378     220.1568604     221.7556152
       3.8157792     221.2350311     220.9615936     221.5084686
       3.8177793     221.2156982     220.7457123     221.6856842
       3.8197794     220.6696320     219.4055023     221.9337616
       3.8217793     220.5188751     218.9003143     222.1374359
       3.8237793     221.4784698     220.2226257     222.7343140
       3.8257792     221.7226105     220.7080536     222.7371674
       3.8277793     222.0564728     221.4385681     222.6743774
       3.8297794     222.1951599     221.8070221     222.5832977
       3.8317792     222.5434113     221.6649323     223.4218903
       3.8337793     223.5598297     222.0915222     225.0281372
       3.8357792     223.9648743     222.6669464     225.2628021
       3.8377793     222.9595490     221.4608459     224.4582520
       3.8397794     222.2271729     221.4389191     223.0154266
       3.8417792     222.4767914     222.1674957     222.7860870
       3.8437793     222.4537201     221.8994598     223.0079803
       3.8457794     221.6773224     220.7630310     222.5916138
       3.8477793     220.9671326     220.4718323     221.4624329
       3.8497794     220.5191650     219.9271240     221.1112061
       3.8517792     220.1009064     219.4724274     220.7293854
       3.8537793     220.7996826     219.7252502     221.8741150
       3.8557794     221.7673798     220.8775024     222.6572571
       3.8577793     221.1946869     219.8053741     222.5839996
       3.8597794     219.7050171     218.4003601     221.0096741
       3.8617792     219.2337341     218.7996979     219.6677704
       3.8637793     219.0798340     218.7280273     219.4316406
       3.8657794     218.8780975     218.6217041     219.1344910
       3.8677793     218.7802887     218.5374146     219.0231628
       3.8697793     218.4184723     217.9844360     218.8525085
       3.8717792     218.3384857     217.1751251     219.5018463
       3.8737793     219.8581085     217.9082184     221.8079987
       3.8757794     221.1226959     220.1336670     222.1117249
       3.8777792     220.8566589     220.3407593     221.3725586
       3.8797793     220.7812347     220.1660309     221.3964386
       3.8817792     220.1562653     217.9808350     222.3316956
       3.8837793     218.2274475     215.0224762     221.4324188
       3.8857794     220.2128448     216.4887390     223.9369507
       3.8877792     222.8929901     221.1947632     224.5912170
       3.8897793     223.1708374     221.8923645     224.4493103
       3.8917792     221.0784912     217.7111206     224.4458618
       3.8937793     217.5466156     214.9313202     220.1619110
       3.8957794     216.6411133     215.8889008     217.3933258
       3.8977792     216.8815765     216.3905640     217.3725891
       3.8997793     217.1304626     216.8660126     217.3949127
       3.9017794     216.9754486     216.5116272     217.4392700
       3.9037793     216.3785553     215.8572693     216.8998413
       3.9057794     216.2201385     215.8087616     216.6315155
       3.9077792     216.4419556     215.4684601     217.4154510
       3.9097793     215.4152679     213.4170685     217.4134674
       3.9117794     214.6830292     212.5305481     216.8355103
       3.9137793     216.1964874     214.5079803     217.8849945
       3.9157794     216.1641846     215.0479889     217.2803802
       3.9177792     215.7218018     214.5384216     216.9051819
       3.9197793     217.5692139     214.6783142     220.4601135
       3.9217794     221.3621979     218.1998291     224.5245667
       3.9237792     223.3683014     222.1442719     224.5923309
       3.9257793     222.9385071     221.2411652     224.6358490
       3.9277792     221.0102386     219.0479584     222.9725189
       3.9297793     219.5808716     218.1658936     220.9958496
       3.9317794     218.0519867     216.7759247     219.3280487
       3.9337792     217.0525818     216.4531860     217.6519775
       3.9357793     216.9012451     216.7495728     217.0529175
       3.9377792     217.0234375     216.5223083     217.5245667
       3.9397793     217.9172058     216.3987427     219.4356689
       3.9417794     219.9014435     218.3073273     221.4955597
       3.9437792     220.8115540     219.9121552     221.7109528
       3.9457793     220.8477173     219.6941071     222.0013275
       3.9477794     220.7883911     219.6949768     221.8818054
       3.9497793     220.1290131     218.9777222     221.2803040
       3.9517794     219.7118073     218.6730347     220.7505798
       3.9537792     220.1374817     218.7533264     221.5216370
       3.9557793     221.2327576     219.9442291     222.5212860
       3.9577794     220.7617950     219.8090668     221.7145233
       3.9597793     220.5653229     219.6525726     221.4780731
       3.9617794     221.8308868     220.2177734     223.4440002
       3.9637792     223.1572266     222.2393341     224.0751190
       3.9657793     223.5529633     223.2313690     223.8745575
       3.9677794     223.9199371     223.5249481     224.3149261
       3.9697793     224.4093323     224.0324249     224.7862396
       3.9717793     224.7614136     224.3505859     225.1722412
       3.9737792     224.6750183     224.1195831     225.2304535
       3.9757793     224.6484833     223.9447021     225.3522644
       3.9777794     224.9558716     224.3251801     225.5865631
       3.9797792     224.9323425     224.6305084     225.2341766
       3.9817793     224.6541138     224.3573151     224.9509125
       3.9837792     224.3373413     223.6839142     224.9907684
       3.9857793     224.1833496     222.4837952     225.8829041
       3.9877794     224.9373016     223.0044556     226.8701477
       3.9897792     225.8674622     224.9894714     226.7454529
       3.9917793     225.7513428     224.9140472     226.5886383
       3.9937794     225.5451660     224.3397369     226.7505951
       3.9957793     227.0595856     225.4862518     228.6329193
       3.9977794     228.2152863     227.3757935     229.0547791
       3.9997792     228.0877075     227.1700745     229.0053406
       4.0017796     228.0196991     226.8709869     229.1684113
       4.0037794     228.3291168     227.4194031     229.2388306
       4.0057793     227.9181519     226.7821503     229.0541534
       4.0077791     226.4839783     225.1282501     227.8397064
       4.0097790     226.0124207     224.4671631     227.5576782
       4.0117793     226.8426514     225.1943665     228.4909363
       4.0137796     226.4498749     224.9915314     227.9082184
       4.0157795     226.4149170     225.2156067     227.6142273
       4.0177794     227.4234924     226.4692841     228.3777008
       4.0197792     228.1716003     227.1769104     229.1662903
       4.0217791     228.9507599     227.8227844     230.0787354
       4.0237794     230.1415558     228.3720703     231.9110413
       4.0257792     232.7410278     229.6650238     235.8170319
       4.0277796     235.3999176     233.6432190     237.1566162
       4.0297794     235.7103119     234.6339264     236.7866974
       4.0317793     234.1152344     231.8311920     236.3992767
       4.0337791     232.0647278     230.6042786     233.5251770
       4.0357790     231.6646118     231.3413544     231.9878693
       4.0377793     231.5367737     230.9755402     232.0980072
       4.0397797     230.9601746     229.7110901     232.2092590
       4.0417795     231.2954712     229.6679688     232.9229736
       4.0437794     232.9392242     231.5971527     234.2812958
       4.0457792     233.5902252     232.9421997     234.2382507
       4.0477791     233.1991730     232.2722168     234.1261292
       4.0497794     233.2942352     232.3423767     234.2460938
       4.0517793     232.9553375     231.9898224     233.9208527
       4.0537796     232.3091736     231.8205719     232.7977753
       4.0557795     232.3087311     231.9406738     232.6767883
       4.0577793     232.8002930     232.0034027     233.5971832
       4.0597792     233.3841858     232.7825470     233.9858246
       4.0617790     233.6176453     233.3936005     233.8416901
       4.0637794     233.7371063     233.4416962     234.0325165
       4.0657792     234.2925873     233.0411682     235.5440063
       4.0677795     236.1747589     234.2823486     238.0671692
       4.0697794     238.2101135     236.6194763     239.8007507
       4.0717793     238.5265350     235.4639435     241.5891266
       4.0737791     234.0174255     228.3718109     239.6630402
       4.0757790     230.3488922     226.4691772     234.2286072
       4.0777793     233.3894958     229.4751740     237.3038177
       4.0797796     236.2944641     234.6099243     237.9790039
       4.0817795     236.8302155     236.2917328     237.3686981
       4.0837793     236.6221466     234.0676270     239.1766663
       4.0857792     235.8309479     230.7208710     240.9410248
       4.0877790     236.8117523     232.8471527     240.7763519
       4.0897794     237.6571655     236.5329437     238.7813873
       4.0917792     237.5365906     237.2547607     237.8184204
       4.0937796     237.3224792     237.1461487     237.4988098
       4.0957794     237.4366760     237.0658722     237.8074799
       4.0977793     237.9255524     237.4657288     238.3853760
       4.0997791     238.2279968     238.0413361     238.4146576
       4.1017790     238.2455902     237.9601440     238.5310364
       4.1037793     238.1742401     237.6783447     238.6701355
       4.1057796     238.5675659     238.0671844     239.0679474
       4.1077795     238.8804169     238.5734406     239.1873932
       4.1097794     238.4862061     236.9245758     240.0478363
       4.1117792     235.9181519     232.5027008     239.3336029
       4.1137791     232.4934387     229.9531403     235.0337372
       4.1157794     230.1762848     228.0864105     232.2661591
       4.1177793     229.0691833     227.6329956     230.5053711
       4.1197796     230.2357483     228.9726715     231.4988251
       4.1217794     231.1101532     230.5920258     231.6282806
       4.1237793     231.1053162     230.6163025     231.5943298
       4.1257792     230.9785309     230.5189819     231.4380798
       4.1277790     231.4026947     230.9557953     231.8495941
       4.1297793     231.7902679     231.2696838     232.3108521
       4.1317797     231.6119843     230.7666931     232.4572754
       4.1337795     231.5261078     230.9164276     232.1357880
       4.1357794     231.8783722     231.5611725     232.1955719
       4.1377792     232.0994263     231.9607239     232.2381287
       4.1397791     232.2927246     232.0038147     232.5816345
       4.1417794     232.6609039     232.3473358     232.9744720
       4.1437793     232.8559418     232.7470856     232.9647980
       4.1457796     232.9268036     232.8467712     233.0068359
       4.1477795     233.0863800     232.8432007     233.3295593
       4.1497793     233.4530487     233.1192017     233.7868958
       4.1517792     233.7399750     233.5713348     233.9086151
       4.1537790     233.8745422     233.5826111     234.1664734
       4.1557794     233.7722931     233.0004272     234.5441589
       4.1577792     233.2058105     232.3807068     234.0309143
       4.1597795     233.4744110     232.8448029     234.1040192
       4.1617794     233.8174133     233.5645905     234.0702362
       4.1637793     233.7577515     233.6169739     233.8985291
       4.1657791     233.6668549     233.5751495     233.7585602
       4.1677790     233.5500946     233.2124023     233.8877869
       4.1697793     233.1633148     232.2534332     234.0731964
       4.1717796     233.7082367     232.0622559     235.3542175
       4.1737795     235.2413025     234.0045166     236.4780884
       4.1757793     235.3288574     234.1451111     236.5126038
       4.1777792     233.9642334     232.5435028     235.3849640
       4.1797791     233.2976379     232.5958099     233.9994659
       4.1817794     233.4613800     232.7493286     234.1734314
       4.1837792     234.1768036     233.1846313     235.1689758
       4.1857796     234.7348938     233.6989441     235.7708435
       4.1877794     234.6954956     233.4280548     235.9629364
       4.1897793     235.4093018     234.4787903     236.3398132
       4.1917791     236.0040131     235.6273346     236.3806915
       4.1937790     236.2281342     235.9688873     236.4873810
       4.1957793     235.9835358     235.0177612     236.9493103
       4.1977797     234.7463074     233.3800964     236.1125183
       4.1997795     233.8020630     232.4281311     235.1759949
       4.2017794     232.5384064     231.0637054     234.0131073
       4.2037792     232.2183685     231.2288208     233.2079163
       4.2057791     233.3607483     232.2478027     234.4736938
       4.2077794     234.0886230     233.6277618     234.5494843
       4.2097793     234.3681030     233.8890533     234.8471527
       4.2117796     234.8468781     234.2136230     235.4801331
       4.2137794     234.9773560     234.6606140     235.2940979
       4.2157793     234.8943939     234.7009583     235.0878296
       4.2177792     234.5467529     233.9726257     235.1208801
       4.2197790     233.9010315     233.2228241     234.5792389
       4.2217793     233.9310150     233.4427338     234.4192963
       4.2237792     234.3500061     234.0367279     234.6632843
       4.2257795     234.5589447     234.4328613     234.6850281
       4.2277794     234.5074158     234.3491211     234.6657104
       4.2297792     234.4647522     234.2042236     234.7252808
       4.2317791     234.5159454     233.3121338     235.7197571
       4.2337794     232.7114868     229.3715973     236.0513763
       4.2357793     229.3990631     226.4742889     232.3238373
       4.2377796     228.9173431     226.3529053     231.4817810
       4.2397795     230.4709930     227.9325867     233.0093994
       4.2417793     231.6976166     230.7527161     232.6425171
       4.2437792     231.8809509     231.7385254     232.0233765
       4.2457790     231.9426727     231.8712921     232.0140533
       4.2477794     231.8879242     231.6493683     232.1264801
       4.2497792     231.4871521     230.9347687     232.0395355
       4.2517796     230.4647827     228.9401093     231.9894562
       4.2537794     228.2850189     226.1834259     230.3866119
       4.2557793     226.1708069     224.0323792     228.3092346
       4.2577791     223.8152924     221.5878296     226.0427551
       4.2597790     223.8557892     222.1372833     225.5742950
       4.2617793     224.2375946     220.8620758     227.6131134
       4.2637796     220.5864410     213.7375793     227.4353027
       4.2657795     220.2007141     214.0913086     226.3101196
       4.2677794     223.7264709     220.9416046     226.5113373
       4.2697792     224.9623718     223.9910583     225.9336853
       4.2717791     224.8061981     224.0447540     225.5676422
       4.2737794     224.8639069     224.0712891     225.6565247
       4.2757792     225.6638489     224.9547424     226.3729553
       4.2777796     225.9191284     225.7102203     226.1280365
       4.2797794     225.9088745     225.8754272     225.9423218
       4.2817793     225.9083862     225.8712311     225.9455414
       4.2837791     225.9397583     225.8757324     226.0037842
       4.2857790     225.9315643     225.7595215     226.1036072
       4.2877793     225.8565826     225.2106476     226.5025177
       4.2897797     226.9232941     225.0394440     228.8071442
       4.2917795     229.2211914     227.4863739     230.9560089
       4.2937794     229.8206177     228.8422241     230.7990112
       4.2957792     228.7533112     227.6835327     229.8230896
       4.2977791     227.9490051     227.4571381     228.4408722
       4.2997794     228.0435028     227.1103973     228.9766083
       4.3017793     229.4963531     227.7769928     231.2157135
       4.3037796     231.1836243     229.9637451     232.4035034
       4.3057795     231.9802399     231.4727478     232.4877319
       4.3077793     232.4224243     232.1234894     232.7213593
       4.3097792     232.7116547     232.5408020     232.8825073
       4.3117790     232.8690796     232.3850555     233.3531036
       4.3137794     232.3724365     230.4731598     234.2717133
       4.3157792     230.0441895     227.5368500     232.5515289
       4.3177795     228.7739410     227.3991852     230.1486969
       4.3197794     229.7754211     228.3554688     231.1953735
       4.3217793     231.0915985     230.2376404     231.9455566
       4.3237791     231.7038116     231.0254364     232.3821869
       4.3257794     231.1791077     229.5651703     232.7930450
       4.3277793     229.4128418     227.9485474     230.8771362
       4.3297796     228.6683197     228.0764313     229.2602081
       4.3317795     228.9843750     228.0597687     229.9089813
       4.3337793     230.0972595     229.0128021     231.1817169
       4.3357792     230.9396362     229.7999268     232.0793457
       4.3377790     231.8246155     230.4308319     233.2183990
       4.3397794     231.7206421     230.6345215     232.8067627
       4.3417792     231.6542816     231.0864258     232.2221375
       4.3437796     232.2856140     231.5347137     233.0365143
       4.3457794     233.0106964     232.2504425     233.7709503
       4.3477793     233.2319183     232.5530548     233.9107819
       4.3497791     233.6606750     232.6969299     234.6244202
       4.3517790     234.3758392     233.6366425     235.1150360
       4.3537793     235.2172089     234.1963806     236.2380371
       4.3557796     236.2246094     235.3085785     237.1406403
       4.3577795     236.6986389     236.1509399     237.2463379
       4.3597794     236.7325439     236.2279053     237.2371826
       4.3617792     236.4721222     235.8230286     237.1212158
       4.3637791     236.0650330     235.4285889     236.7014771
       4.3657794     235.5175934     234.8595276     236.1756592
       4.3677793     235.1019897     234.7701721     235.4338074
       4.3697796     235.1741486     234.6853638     235.6629333
       4.3717794     235.8916473     234.6916199     237.0916748
       4.3737793     236.2606812     234.8947601     237.6266022
       4.3757792     235.3421478     234.3267822     236.3575134
       4.3777790     235.3156128     234.8376923     235.7935333
       4.3797793     235.4638824     235.0341187     235.8936462
       4.3817797     235.4619598     234.2887726     236.6351471
       4.3837795     234.9299927     233.4069214     236.4530640
       4.3857794     234.1548767     232.6889191     235.6208344
       4.3877792     234.0936890     232.6187744     235.5686035
       4.3897791     234.7198944     233.8053131     235.6344757
       4.3917794     235.0671692     234.7959442     235.3383942
       4.3937793     235.1948547     235.0926971     235.2970123
       4.3957796     235.2170563     234.7599030     235.6742096
       4.3977795     235.6843262     234.2356873     237.1329651
       4.3997793     237.2699585     235.7652740     238.7746429
       4.4017792     238.1081543     237.5997162     238.6165924
       4.4037790     238.3642120     238.1243744     238.6040497
       4.4057794     238.3017426     238.0502930     238.5531921
       4.4077792     238.1278381     237.7256317     238.5300446
       4.4097795     237.9336853     237.3367767     238.5305939
       4.4117794     238.1332245     237.7034912     238.5629578
       4.4137793     238.3067017     238.1698608     238.4435425
       4.4157791     238.3235931     237.9602966     238.6868896
       4.4177794     237.7807465     236.8370972     238.7243958
       4.4197793     237.0951080     235.8183289     238.3718872
       4.4217796     238.6230927     236.0180664     241.2281189
       4.4237795     241.1991119     239.1928101     243.2054138
       4.4257793     242.3763885     240.5311279     244.2216492
       4.4277792     241.5973053     239.2319489     243.9626617
       4.4297791     241.9384003     239.6834412     244.1933594
       4.4317794     243.2122192     241.8610382     244.5634003
       4.4337792     243.2885437     242.4233704     244.1537170
       4.4357796     242.9361572     241.5265198     244.3457947
       4.4377794     242.1409302     240.8271179     243.4547424
       4.4397793     242.4465332     241.3225098     243.5705566
       4.4417791     241.9834442     241.1394653     242.8274231
       4.4437790     241.4126282     241.0337372     241.7915192
       4.4457793     241.1719513     240.8213043     241.5225983
       4.4477797     240.5185394     239.2123260     241.8247528
       4.4497795     238.6711578     236.9847260     240.3575897
       4.4517794     237.5997467     236.6592712     238.5402222
       4.4537792     238.1148682     236.9630432     239.2666931
       4.4557791     239.1890411     238.1414032     240.2366791
       4.4577794     239.9572449     239.2827148     240.6317749
       4.4597793     239.7017365     238.5426636     240.8608093
       4.4617796     238.3284302     237.0914917     239.5653687
       4.4637794     237.5751343     237.1183929     238.0318756
       4.4657793     237.5392303     237.2873688     237.7910919
       4.4677792     237.5224609     237.2909851     237.7539368
       4.4697790     237.3920746     236.5787659     238.2053833
       4.4717793     236.5056305     234.4904022     238.5208588
       4.4737797     235.2705688     233.4261475     237.1149902
       4.4757795     235.9518890     234.4814301     237.4223480
       4.4777794     237.2002563     236.3467560     238.0537567
       4.4797792     237.6747894     237.4556427     237.8939362
       4.4817791     237.6407623     237.4073029     237.8742218
       4.4837794     237.4219513     237.0557709     237.7881317
       4.4857793     237.0962830     235.6113129     238.5812531
       4.4877796     235.0567017     232.4954834     237.6179199
       4.4897795     233.0782013     231.7912598     234.3651428
       4.4917793     232.6190033     232.2660522     232.9719543
       4.4937792     232.8582153     232.1619110     233.5545197
       4.4957790     233.9825134     232.7167358     235.2482910
       4.4977794     235.2677307     234.3317261     236.2037354
       4.4997792     236.2714996     234.8855286     237.6574707
       4.5017796     237.1516113     235.5108643     238.7923584
       4.5037794     235.7346344     233.6947784     237.7744904
       4.5057793     233.8055878     232.2813110     235.3298645
       4.5077791     231.6313019     229.2180176     234.0445862
       4.5097790     228.2344971     224.7625275     231.7064667
       4.5117793     227.6265869     222.3620453     232.8911285
       4.5137796     232.5897980     227.8628693     237.3167267
       4.5157795     233.7899323     230.2203827     237.3594818
       4.5177794     231.7599030     226.0996399     237.4201660
       4.5197792     232.2285309     228.0234985     236.4335632
       4.5217791     231.9951782     229.6310577     234.3592987
       4.5237794     229.9712830     227.7908478     232.1517181
       4.5257792     228.5574799     226.4906158     230.6243439
       4.5277796     226.7593079     224.6896210     228.8289948
       4.5297794     225.3025055     224.2102509     226.3947601
       4.5317793     225.9846039     224.0462952     227.9229126
       4.5337791     228.8847809     226.1540833     231.6154785
       4.5357790     230.9323425     229.6693573     232.1953278
       4.5377793     231.3145142     230.9297943     231.6992340
       4.5397797     231.2622528     230.6966553     231.8278503
       4.5417795     231.7361450     230.5418701     232.9304199
       4.5437794     232.1553497     230.8027496     233.5079498
       4.5457792     230.7745819     229.0707703     232.4783936
       4.5477791     229.3250275     228.1426239     230.5074310
       4.5497794     229.2894135     228.3538208     230.2250061
       4.5517793     230.1555786     229.0207367     231.2904205
       4.5537796     231.8337860     230.0966034     233.5709686
       4.5557795     234.0326233     232.1277161     235.9375305
       4.5577793     236.0992126     233.8009949     238.3974304
       4.5597792     237.3538666     235.0503998     239.6573334
       4.5617790     236.9684906     231.8352661     242.1017151
       4.5637794     230.7499084     227.6943817     233.8054352
       4.5657797     229.2635651     226.7500000     231.7771301
       4.5677795     227.4011841     225.3961182     229.4062500
       4.5697794     226.4894104     225.7716522     227.2071686
       4.5717793     226.0317230     225.6377869     226.4256592
       4.5737791     225.6934814     225.2676849     226.1192780
       4.5757794     225.4768372     224.9007111     226.0529633
       4.5777793     225.5137787     224.7962646     226.2312927
       4.5797796     226.5605927     224.9634705     228.1577148
       4.5817795     227.9801331     226.3606262     229.5996399
       4.5837793     227.4270935     226.3963623     228.4578247
       4.5857792     227.0820465     226.1490326     228.0150604
       4.5877790     228.2904205     225.3545685     231.2262726
       4.5897794     231.6720428     228.5462646     234.7978210
       4.5917792     232.6345062     229.5457916     235.7232208
       4.5937796     227.8744507     220.3520508     235.3968506
       4.5957794     220.7363434     215.2513123     226.2213745
       4.5977793     219.8085938     218.0158997     221.6012878
       4.5997791     220.3175659     217.2386322     223.3964996
       4.6017790     222.8100891     218.3554382     227.2647400
       4.6037793     225.6528473     223.5218964     227.7837982
       4.6057796     226.1184998     225.7325439     226.5044556
       4.6077795     226.2499542     225.9505768     226.5493317
       4.6097794     226.6641388     226.2991943     227.0290833
       4.6117792     226.9941406     226.5160980     227.4721832
       4.6137791     227.5697632     226.8901520     228.2493744
       4.6157794     228.1132660     227.7095490     228.5169830
       4.6177793     228.6787720     227.3433380     230.0142059
       4.6197796     231.1066284     228.0580597     234.1551971
       4.6217794     234.2796326     231.9898834     236.5693817
       4.6237793     234.1952362     232.5295868     235.8608856
       4.6257792     232.8460846     231.7179413     233.9742279
       4.6277790     232.3130035     231.5386963     233.0873108
       4.6297793     232.5973511     231.6474152     233.5472870
       4.6317797     233.1630859     232.6284943     233.6976776
       4.6337795     233.2732239     232.6599884     233.8864594
       4.6357794     233.2598877     232.3217773     234.1979980
       4.6377792     234.0789185     233.1377563     235.0200806
       4.6397791     233.8830872     231.8655243     235.9006500
       4.6417794     230.1909943     223.6778870     236.7041016
       4.6437793     221.5361328     213.6723328     229.3999329
       4.6457796     213.2338257     205.5358429     220.9318085
       4.6477795     203.9144745     196.6597595     211.1691895
       4.6497793     199.4963379     196.7618256     202.2308502
       4.6517792     199.0671234     194.0114746     204.1227722
       4.6537790     208.1798401     192.0192261     224.3404541
       4.6557794     229.3444366     211.0992889     247.5895844
       4.6577797     240.3956604     233.9566193     246.8347015
       4.6597795     241.6581879     240.8313141     242.4850616
       4.6617794     241.7645264     241.1583862     242.3706665
       4.6637793     241.0589142     236.0251465     246.0926819
       4.6657791     232.7233124     217.6119690     247.8346558
       4.6677794     215.9637451     202.4511261     229.4763641
       4.6697793     210.0987396     205.6344910     214.5629883
       4.6717796     213.7295074     207.3883514     220.0706635
       4.6737795     220.3741150     215.5957336     225.1524963
       4.6757793     223.0192108     221.6640167     224.3744049
       4.6777792     223.4163666     223.0462952     223.7864380
       4.6797791     223.7553711     222.2621460     225.2485962
       4.6817794     225.7978058     223.2613678     228.3342438
       4.6837792     227.5097961     226.2790527     228.7405396
       4.6857796     227.3468781     226.9079437     227.7858124
       4.6877794     226.8834686     226.4712982     227.2956390
       4.6897793     226.6867523     226.0088196     227.3646851
       4.6917791     226.5280457     225.4751740     227.5809174
       4.6937790     225.4848785     223.6051788     227.3645782
       4.6957793     222.4559174     216.0808716     228.8309631
       4.6977797     215.1761932     207.6954193     222.6569672
       4.6997795     213.9884186     209.6694336     218.3074036
       4.7017794     214.9422455     211.4468842     218.4376068
       4.7037792     216.2037811     212.7781982     219.6293640
       4.7057791     220.2679596     215.8800964     224.6558228
       4.7077794     224.3671265     221.7196045     227.0146484
       4.7097793     226.0765076     225.1521606     227.0008545
       4.7117796     226.2973785     225.9727173     226.6220398
       4.7137794     225.8078613     225.0941010     226.5216217
       4.7157793     225.4399872     224.0156403     226.8643341
       4.7177792     225.8833008     223.6604156     228.1061859
       4.7197790     224.3140411     222.0848083     226.5432739
       4.7217793     222.8927002     221.1530151     224.6323853
       4.7237797     223.6894073     220.9433594     226.4354553
       4.7257795     226.8326874     222.2742615     231.3911133
       4.7277794     230.1740265     226.9156342     233.4324188
       4.7297792     230.6089325     226.5834198     234.6344452
       4.7317791     232.8702850     229.6295624     236.1110077
       4.7337794     233.7304382     232.7377014     234.7231750
       4.7357793     233.3943787     232.9051361     233.8836212
       4.7377796     233.4699860     233.0390167     233.9009552
       4.7397795     233.0131989     231.2783508     234.7480469
       4.7417793     230.3078003     227.1540680     233.4615326
       4.7437792     227.4181519     225.4390869     229.3972168
       4.7457790     225.5014801     223.6139069     227.3890533
       4.7477794     222.9951477     220.9521484     225.0381470
       4.7497797     221.7507019     220.7565460     222.7448578
       4.7517796     222.4769897     221.1661835     223.7877960
       4.7537794     223.4240112     222.2536011     224.5944214
       4.7557793     223.4511414     222.2148895     224.6873932
       4.7577791     221.7257690     218.1695404     225.2819977
       4.7597795     218.7014618     213.5316162     223.8713074
       4.7617793     219.7415161     214.9812927     224.5017395
       4.7637796     219.1922302     210.1607971     228.2236633
       4.7657795     226.4768982     209.6075134     243.3462830
       4.7677794     231.1928711     214.7301331     247.6556091
       4.7697792     216.9092865     203.5769348     230.2416382
       4.7717791     215.9519653     207.9619751     223.9419556
       4.7737794     223.9214020     218.1975403     229.6452637
       4.7757792     226.7840118     225.1133118     228.4547119
       4.7777796     226.1876678     221.6281281     230.7472076
       4.7797794     219.6542206     208.9538879     230.3545532
       4.7817793     213.7743988     203.8545685     223.6942291
       4.7837791     211.7616425     202.9523315     220.5709534
       4.7857790     210.6008759     202.6289825     218.5727692
       4.7877793     220.1820068     210.6014252     229.7625885
       4.7897797     229.0279236     223.5042114     234.5516357
       4.7917795     231.1870270     229.9061890     232.4678650
       4.7937794     231.0096130     230.5010986     231.5181274
       4.7957792     230.5653381     229.9785461     231.1521301
       4.7977791     230.2774506     229.9829712     230.5719299
       4.7997794     230.2965393     230.1637115     230.4293671
       4.8017793     230.3131866     229.5788422     231.0475311
       4.8037796     229.1403503     226.9221954     231.3585052
       4.8057795     226.8424683     224.9216614     228.7632751
       4.8077793     226.4800415     225.8454285     227.1146545
       4.8097792     226.8555603     226.4770203     227.2341003
       4.8117790     227.0843964     226.4487305     227.7200623
       4.8137794     227.1432953     225.9629517     228.3236389
       4.8157797     228.1483765     226.8238068     229.4729462
       4.8177795     229.2497711     226.9140167     231.5855255
       4.8197794     231.8850250     229.1870422     234.5830078
       4.8217793     233.2582855     231.9369202     234.5796509
       4.8237791     232.1930847     230.0596313     234.3265381
       4.8257794     231.4858551     229.6511230     233.3205872
       4.8277793     232.9056244     231.6070862     234.2041626
       4.8297796     233.7313843     233.2990875     234.1636810
       4.8317795     234.0350647     233.8190765     234.2510529
       4.8337793     234.3056793     234.1098022     234.5015564
       4.8357792     234.4844055     234.3490143     234.6197968
       4.8377790     234.5129852     234.1361389     234.8898315
       4.8397794     234.1343994     233.5344238     234.7343750
       4.8417792     233.9985046     233.5618744     234.4351349
       4.8437796     234.4763641     234.0650635     234.8876648
       4.8457794     234.7789459     234.3340302     235.2238617
       4.8477793     234.4982147     233.2140045     235.7824249
       4.8497791     234.3442535     232.2086029     236.4799042
       4.8517795     233.3239136     231.1941833     235.4536438
       4.8537793     232.1973877     231.0890808     233.3056946
       4.8557796     232.3260956     230.8458557     233.8063354
       4.8577795     234.1238556     232.4373474     235.8103638
       4.8597794     235.0592957     234.4005737     235.7180176
       4.8617792     234.5357513     233.5650940     235.5064087
       4.8637791     233.1217041     231.7870483     234.4563599
       4.8657794     231.9654846     231.0767975     232.8541718
       4.8677793     231.8781281     230.9336853     232.8225708
       4.8697796     232.9749603     231.4942932     234.4556274
       4.8717794     234.3333588     233.1577148     235.5090027
       4.8737793     233.9967499     232.6705780     235.3229218
       4.8757792     233.3558502     231.9512024     234.7604980
       4.8777790     233.6997375     232.2491913     235.1502838
       4.8797793     234.5437775     233.2535706     235.8339844
       4.8817797     235.0377960     233.9777222     236.0978699
       4.8837795     235.8284760     234.4321289     237.2248230
       4.8857794     236.4173889     234.6551361     238.1796417
       4.8877792     235.7372437     234.0730438     237.4014435
       4.8897791     235.9479370     233.9264832     237.9693909
       4.8917794     235.5333405     233.2936707     237.7730103
       4.8937793     236.6437836     234.8924866     238.3950806
       4.8957796     238.0263824     237.1361237     238.9166412
       4.8977795     238.3817139     238.0815277     238.6819000
       4.8997793     238.3082733     237.5811157     239.0354309
       4.9017792     237.9752197     236.7871552     239.1632843
       4.9037790     238.0249786     237.1862640     238.8636932
       4.9057794     238.2692108     237.7086792     238.8297424
       4.9077797     238.3844452     237.7420654     239.0268250
       4.9097795     238.5296631     237.8750305     239.1842957
       4.9117794     238.7471771     238.2856598     239.2086945
       4.9137793     238.6066132     237.7619476     239.4512787
       4.9157791     238.8222351     237.8146210     239.8298492
       4.9177794     239.4207153     238.4757538     240.3656769
       4.9197793     239.3752441     238.8461456     239.9043427
       4.9217796     239.0372314     238.4113464     239.6631165
       4.9237795     238.2079620     237.0640717     239.3518524
       4.9257793     237.3476562     235.9645386     238.7307739
       4.9277792     236.9440765     235.6302948     238.2578583
